store_50,store_122,store_87,store_547,store_894
27.81736740214683,28.911005679581052,32.98438869810796,45.5994676463004,32.031436577361355
26.13290524973205,28.01308318267159,30.47485262380884,41.54543772979281,30.34765170678618
26.394595689833977,28.245720135167765,30.811431488797,41.837592160367954,30.025395843165494
25.734841469728714,26.898455400010256,30.451756725050643,41.91972997015109,29.159849784517927
25.908264230355794,27.214026697026036,28.930099357179067,41.71866387187387,30.11314100811041
25.823732039191786,27.82898441843445,30.358887862934562,42.52609312925506,29.775476905307563
29.03923157987037,30.48972611662971,31.887691333883325,45.995094926185644,33.04550749761256
28.44705909376641,29.681891029242884,34.13958672861023,48.38720053679037,33.300176819264315
26.7625969413629,28.783968532341518,31.63005065431287,44.33317062029584,31.616391948703004
27.02428738145873,29.016605484833605,31.966629519297847,44.62532505086051,31.294136085073227
26.364533161353368,27.669340749676117,31.606954755547978,44.707462860640796,30.42859002642626
26.53795592197897,27.984912046691402,30.085297387683532,44.50639676236925,31.38188125001757
26.453423730818958,28.599869768103066,31.514085893441454,45.31382601975529,31.044217147218728
29.668923271488417,31.260611466291994,33.04288936437731,48.782827816666035,34.31424773951247
29.076750785393493,30.45277637891145,35.29478475910982,51.174933427283975,34.56891706117622
27.392288632984815,29.55485388200567,32.78524868481446,47.120903510786334,32.88513219060778
27.65397907308032,29.787490834496545,33.12182754980327,47.41305794135537,32.5628763269776
26.994224852976153,28.440226099340236,32.76215278605028,47.49519575113437,31.697330268332877
27.16764761360215,28.755797396356765,31.240495418188008,47.294129652864626,32.650621491924724
